ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,content,rating_count,average_rating,weighted_rating
0553561618,Dark Paradise,TAMI HOAG,1994,Bantam,http://images.amazon.com/images/P/0553561618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.LZZZZZZZ.jpg,Dark Paradise TAMI HOAG Bantam,35,7.314285714285714,7.5085614150849
0553582747,From the Corner of His Eye,Dean Koontz,2001,Bantam Books,http://images.amazon.com/images/P/0553582747.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582747.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582747.01.LZZZZZZZ.jpg,From the Corner of His Eye Dean Koontz Bantam Books,54,8.148148148148149,8.067174024725265
0671034022,Mercy,Julie Garwood,2002,Pocket,http://images.amazon.com/images/P/0671034022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671034022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671034022.01.LZZZZZZZ.jpg,Mercy Julie Garwood Pocket,22,8.0,7.92787804356356
089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co,http://images.amazon.com/images/P/089480829X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089480829X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089480829X.01.LZZZZZZZ.jpg,What to Expect When You're Expecting (Revised Edition) Arlene Eisenberg Workman Pub Co,42,8.095238095238095,8.015659319833379
0345416880,Enchantment,Orson Scott Card,2000,Del Rey Books,http://images.amazon.com/images/P/0345416880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345416880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345416880.01.LZZZZZZZ.jpg,Enchantment Orson Scott Card Del Rey Books,13,7.384615384615385,7.665784176656652
038548951X,Sister of My Heart,Chitra Banerjee Divakaruni,2000,Anchor Pub,http://images.amazon.com/images/P/038548951X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038548951X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038548951X.01.LZZZZZZZ.jpg,Sister of My Heart Chitra Banerjee Divakaruni Anchor Pub,27,8.88888888888889,8.44618888999297
0449912558,The Sparrow,MARY DORIA RUSSELL,1997,Fawcett Books,http://images.amazon.com/images/P/0449912558.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449912558.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449912558.01.LZZZZZZZ.jpg,The Sparrow MARY DORIA RUSSELL Fawcett Books,28,8.571428571428571,8.270226621451448
0553380958,Snow Crash (Bantam Spectra Book),NEAL STEPHENSON,2000,Bantam,http://images.amazon.com/images/P/0553380958.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553380958.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553380958.01.LZZZZZZZ.jpg,Snow Crash (Bantam Spectra Book) NEAL STEPHENSON Bantam,15,8.133333333333333,7.970596509419128
0316089699,Sea Glass: A Novel,Anita Shreve,2003,Back Bay Books,http://images.amazon.com/images/P/0316089699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316089699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316089699.01.LZZZZZZZ.jpg,Sea Glass: A Novel Anita Shreve Back Bay Books,25,7.92,7.888241729548211
0345447840,The Surgeon,TESS GERRITSEN,2002,Ballantine Books,http://images.amazon.com/images/P/0345447840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345447840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345447840.01.LZZZZZZZ.jpg,The Surgeon TESS GERRITSEN Ballantine Books,29,7.793103448275862,7.815732200605501
0425181111,Strangers,Dean R. Koontz,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425181111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425181111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425181111.01.LZZZZZZZ.jpg,Strangers Dean R. Koontz Berkley Publishing Group,16,7.9375,7.888079939713042
0515118230,Home Song,Lavyrle Spencer,1995,Jove Books,http://images.amazon.com/images/P/0515118230.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515118230.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515118230.01.LZZZZZZZ.jpg,Home Song Lavyrle Spencer Jove Books,15,7.333333333333333,7.627739366561985
051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,Jove Books,http://images.amazon.com/images/P/051513287X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.LZZZZZZZ.jpg,Face the Fire (Three Sisters Island Trilogy) Nora Roberts Jove Books,73,7.931506849315069,7.9136653530071985
0060936363,Portrait in Sepia : A Novel,Isabel Allende,2002,Perennial,http://images.amazon.com/images/P/0060936363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060936363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060936363.01.LZZZZZZZ.jpg,Portrait in Sepia : A Novel Isabel Allende Perennial,22,8.045454545454545,7.951687567373083
038082101X,Daughter of Fortune: A Novel,Isabel Allende,2001,HarperTorch,http://images.amazon.com/images/P/038082101X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038082101X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038082101X.01.LZZZZZZZ.jpg,Daughter of Fortune: A Novel Isabel Allende HarperTorch,32,7.65625,7.730209189032106
0345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,Fahrenheit 451 RAY BRADBURY Del Rey,108,8.75925925925926,8.616959983044293
0345348109,The Killer Angels,Michael Shaara,1993,Ballantine Books,http://images.amazon.com/images/P/0345348109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345348109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345348109.01.LZZZZZZZ.jpg,The Killer Angels Michael Shaara Ballantine Books,22,8.409090909090908,8.142163757849273
0345378482,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books,http://images.amazon.com/images/P/0345378482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345378482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345378482.01.LZZZZZZZ.jpg,The Andromeda Strain MICHAEL CRICHTON Ballantine Books,52,7.615384615384615,7.680151080967632
0345443683,"Blackwood Farm (Rice, Anne, Vampire Chronicles.)",ANNE RICE,2003,Ballantine Books,http://images.amazon.com/images/P/0345443683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345443683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345443683.01.LZZZZZZZ.jpg,"Blackwood Farm (Rice, Anne, Vampire Chronicles.) ANNE RICE Ballantine Books",13,7.846153846153846,7.847602358474834
0786868716,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion,http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.LZZZZZZZ.jpg,The Five People You Meet in Heaven Mitch Albom Hyperion,165,8.030303030303031,8.01065339367389
0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy,http://images.amazon.com/images/P/0812511816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812511816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812511816.01.LZZZZZZZ.jpg,"The Eye of the World (The Wheel of Time, Book 1) Robert Jordan Tor Fantasy",34,8.205882352941176,8.073534774623509
0812513738,"The Shadow Rising (The Wheel of Time, Book 4)",Robert Jordan,1993,Tor Fantasy,http://images.amazon.com/images/P/0812513738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812513738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812513738.01.LZZZZZZZ.jpg,"The Shadow Rising (The Wheel of Time, Book 4) Robert Jordan Tor Fantasy",19,7.947368421052632,7.896689175119731
0812550706,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books,http://images.amazon.com/images/P/0812550706.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812550706.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812550706.01.LZZZZZZZ.jpg,Ender's Game (Ender Wiggins Saga (Paperback)) Orson Scott Card Tor Books,78,8.871794871794872,8.662968141119077
0345409469,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,1997,Ballantine Books,http://images.amazon.com/images/P/0345409469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345409469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345409469.01.LZZZZZZZ.jpg,The Demon-Haunted World: Science As a Candle in the Dark Carl Sagan Ballantine Books,16,8.0625,7.943635495268597
0385722192,Lullaby: A Novel,Chuck Palahniuk,2003,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385722192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722192.01.LZZZZZZZ.jpg,Lullaby: A Novel Chuck Palahniuk Anchor Books/Doubleday,23,7.6521739130434785,7.7435087867365
0679430946,The Hot Zone,Richard Preston,1994,Random House,http://images.amazon.com/images/P/0679430946.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679430946.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679430946.01.LZZZZZZZ.jpg,The Hot Zone Richard Preston Random House,15,8.733333333333333,8.227739366561986
0345353145,Sphere,MICHAEL CRICHTON,1988,Ballantine Books,http://images.amazon.com/images/P/0345353145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345353145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345353145.01.LZZZZZZZ.jpg,Sphere MICHAEL CRICHTON Ballantine Books,103,7.446601941747573,7.511958356338776
0449221482,J Is for Judgment,Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221482.01.LZZZZZZZ.jpg,J Is for Judgment Sue Grafton Fawcett Books,48,8.166666666666666,8.073101144553963
0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam,http://images.amazon.com/images/P/0553279912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.LZZZZZZZ.jpg,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)) SUE GRAFTON Bantam,85,7.647058823529412,7.685436931711139
0553348973,Still Life with Woodpecker,TOM ROBBINS,1990,Bantam,http://images.amazon.com/images/P/0553348973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553348973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553348973.01.LZZZZZZZ.jpg,Still Life with Woodpecker TOM ROBBINS Bantam,14,7.357142857142857,7.646202289107927
0671023616,Postmortem (Kay Scarpetta Mysteries (Paperback)),Patricia Cornwell,1998,Pocket,http://images.amazon.com/images/P/0671023616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671023616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671023616.01.LZZZZZZZ.jpg,Postmortem (Kay Scarpetta Mysteries (Paperback)) Patricia Cornwell Pocket,35,7.714285714285714,7.763106869630355
0062502174,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1993,HarperSanFrancisco,http://images.amazon.com/images/P/0062502174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062502174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062502174.01.LZZZZZZZ.jpg,The Alchemist: A Fable About Following Your Dream Paulo Coelho HarperSanFrancisco,9,9.444444444444445,8.34382337343688
0140298479,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,http://images.amazon.com/images/P/0140298479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.LZZZZZZZ.jpg,Bridget Jones: The Edge of Reason Helen Fielding Penguin Books,83,7.879518072289157,7.873503668249218
0440108268,The Bridge Across Forever,Richard Bach,1986,Dell,http://images.amazon.com/images/P/0440108268.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440108268.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440108268.01.LZZZZZZZ.jpg,The Bridge Across Forever Richard Bach Dell,21,7.523809523809524,7.682216532430964
044020562X,One,Richard Bach,1989,Dell,http://images.amazon.com/images/P/044020562X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044020562X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044020562X.01.LZZZZZZZ.jpg,One Richard Bach Dell,13,7.615384615384615,7.756693267565742
0060248025,Falling Up,Shel Silverstein,1996,HarperCollins,http://images.amazon.com/images/P/0060248025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060248025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060248025.01.LZZZZZZZ.jpg,Falling Up Shel Silverstein HarperCollins,27,8.814814814814815,8.403635698503608
0060256737,A Light in the Attic,Shel Silverstein,1981,HarperCollins,http://images.amazon.com/images/P/0060256737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060256737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060256737.01.LZZZZZZZ.jpg,A Light in the Attic Shel Silverstein HarperCollins,18,9.11111111111111,8.446602048149197
0140386645,The Westing Game (Now in Speak!),Ellen Raskin,1997,Penguin Putnam Books for Young Readers,http://images.amazon.com/images/P/0140386645.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140386645.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140386645.01.LZZZZZZZ.jpg,The Westing Game (Now in Speak!) Ellen Raskin Penguin Putnam Books for Young Readers,22,8.090909090909092,7.975497091182609
0451456718,Daughter of the Blood (Black Jewels Trilogy),Anne Bishop,1998,Roc,http://images.amazon.com/images/P/0451456718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451456718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451456718.01.LZZZZZZZ.jpg,Daughter of the Blood (Black Jewels Trilogy) Anne Bishop Roc,13,8.153846153846153,7.968814479686955
051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/051513628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg,Key of Light (Key Trilogy (Paperback)) Nora Roberts Jove Books,41,8.073170731707316,7.99952258737163
0553573136,Couplehood,PAUL REISER,1995,Bantam,http://images.amazon.com/images/P/0553573136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.LZZZZZZZ.jpg,Couplehood PAUL REISER Bantam,39,7.846153846153846,7.846964031011347
0671524313,The Girlfriends' Guide to Pregnancy,Vicki Iovine,1995,Pocket,http://images.amazon.com/images/P/0671524313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671524313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671524313.01.LZZZZZZZ.jpg,The Girlfriends' Guide to Pregnancy Vicki Iovine Pocket,15,7.6,7.7420250808477
0765342987,Kushiel's Dart,Jacqueline Carey,2002,Tor Books,http://images.amazon.com/images/P/0765342987.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765342987.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765342987.01.LZZZZZZZ.jpg,Kushiel's Dart Jacqueline Carey Tor Books,20,8.15,7.999271945741738
0812575717,Ender's Shadow,Orson Scott Card,2000,Tor Books,http://images.amazon.com/images/P/0812575717.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812575717.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812575717.01.LZZZZZZZ.jpg,Ender's Shadow Orson Scott Card Tor Books,19,8.68421052631579,8.25566353409409
0836204387,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,1995,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836204387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836204387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836204387.01.LZZZZZZZ.jpg,The Calvin and Hobbes Tenth Anniversary Book Bill Watterson Andrews McMeel Publishing,19,9.421052631578947,8.614637893068448
0836218787,Scientific Progress Goes 'Boink':  A Calvin and Hobbes Collection,Bill Watterson,1991,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218787.01.LZZZZZZZ.jpg,Scientific Progress Goes 'Boink':  A Calvin and Hobbes Collection Bill Watterson Andrews McMeel Publishing,21,9.428571428571429,8.657826288528526
0836220889,Calvin and Hobbes,Bill Watterson,1987,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836220889.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836220889.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836220889.01.LZZZZZZZ.jpg,Calvin and Hobbes Bill Watterson Andrews McMeel Publishing,20,9.5,8.674271945741738
0836221362,It's A Magical World: A Calvin and Hobbes Collection,Bill Watterson,1996,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836221362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836221362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836221362.01.LZZZZZZZ.jpg,It's A Magical World: A Calvin and Hobbes Collection Bill Watterson Andrews McMeel Publishing,16,9.5,8.582524384157487
0920668372,Love You Forever,Robert N. Munsch,1986,Firefly Books Ltd,http://images.amazon.com/images/P/0920668372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0920668372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0920668372.01.LZZZZZZZ.jpg,Love You Forever Robert N. Munsch Firefly Books Ltd,17,9.294117647058824,8.512726427828907
068483376X,Succulent Wild Woman,Sark,1997,Fireside,http://images.amazon.com/images/P/068483376X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068483376X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068483376X.01.LZZZZZZZ.jpg,Succulent Wild Woman Sark Fireside,22,8.227272727272727,8.046925662611178
0060987529,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,Regan Books,http://images.amazon.com/images/P/0060987529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987529.01.LZZZZZZZ.jpg,Confessions of an Ugly Stepsister : A Novel Gregory Maguire Regan Books,70,7.571428571428571,7.633009753662994
0345314255,Sword of Shannara,Terry Brooks,1995,Del Rey Books,http://images.amazon.com/images/P/0345314255.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345314255.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345314255.01.LZZZZZZZ.jpg,Sword of Shannara Terry Brooks Del Rey Books,27,7.814814814814815,7.829167613397225
0345317580,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),Terry Brooks,1990,Del Rey Books,http://images.amazon.com/images/P/0345317580.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345317580.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345317580.01.LZZZZZZZ.jpg,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover) Terry Brooks Del Rey Books,13,8.384615384615385,8.059723570596047
0451137965,Thinner,Stephen King,1985,New Amer Library,http://images.amazon.com/images/P/0451137965.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451137965.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451137965.01.LZZZZZZZ.jpg,Thinner Stephen King New Amer Library,30,7.8,7.81941755659339
0671527215,Hitchhikers's Guide to the Galaxy,Douglas Adams,1984,Pocket,http://images.amazon.com/images/P/0671527215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671527215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671527215.01.LZZZZZZZ.jpg,Hitchhikers's Guide to the Galaxy Douglas Adams Pocket,20,8.45,8.149271945741738
0671695304,"FOREVER : A Novel of Good and Evil, Love and Hope",Judy Blume,1989,Pocket,http://images.amazon.com/images/P/0671695304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671695304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671695304.01.LZZZZZZZ.jpg,"FOREVER : A Novel of Good and Evil, Love and Hope Judy Blume Pocket",18,7.666666666666667,7.762391521833408
0142004235,East of Eden (Oprah's Book Club),John Steinbeck,2003,Penguin Books,http://images.amazon.com/images/P/0142004235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142004235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142004235.01.LZZZZZZZ.jpg,East of Eden (Oprah's Book Club) John Steinbeck Penguin Books,44,8.659090909090908,8.405794966088585
0385335830,Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf,2002,Delta,http://images.amazon.com/images/P/0385335830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335830.01.LZZZZZZZ.jpg,Diary of a Mad Bride (Summer Display Opportunity) Laura Wolf Delta,39,7.564102564102564,7.660523353045246
0553272837,Brazen Virtue,Nora Roberts,1996,Bantam Books,http://images.amazon.com/images/P/0553272837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553272837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553272837.01.LZZZZZZZ.jpg,Brazen Virtue Nora Roberts Bantam Books,23,6.869565217391305,7.32490413557371
0743262174,"Cry, the Beloved Country (Oprah's Book Club)",Alan Paton,2003,Scribner,http://images.amazon.com/images/P/0743262174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743262174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743262174.01.LZZZZZZZ.jpg,"Cry, the Beloved Country (Oprah's Book Club) Alan Paton Scribner",18,8.166666666666666,7.999233627096565
0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,Regan Books,http://images.amazon.com/images/P/0060392452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.LZZZZZZZ.jpg,Stupid White Men ...and Other Sorry Excuses for the State of the Nation! Michael Moore Regan Books,99,7.909090909090909,7.898914939745122
0312263120,Digital Fortress : A Thriller,Dan Brown,2000,St. Martin's Griffin,http://images.amazon.com/images/P/0312263120.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312263120.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312263120.01.LZZZZZZZ.jpg,Digital Fortress : A Thriller Dan Brown St. Martin's Griffin,35,7.257142857142857,7.472197778721264
0446532231,"Dude, Where's My Country?",Michael Moore,2003,Warner Books,http://images.amazon.com/images/P/0446532231.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446532231.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446532231.01.LZZZZZZZ.jpg,"Dude, Where's My Country? Michael Moore Warner Books",71,8.309859154929578,8.208471184941423
0886777844,Summon the Keeper,Tanya Huff,1998,Daw Books,http://images.amazon.com/images/P/0886777844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886777844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886777844.01.LZZZZZZZ.jpg,Summon the Keeper Tanya Huff Daw Books,17,7.588235294117647,7.728942644045123
0061030643,The Associate,Phillip Margolin,2002,HarperTorch,http://images.amazon.com/images/P/0061030643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061030643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061030643.01.LZZZZZZZ.jpg,The Associate Phillip Margolin HarperTorch,20,7.65,7.749271945741738
0345404793,Protect and Defend,Richard North Patterson,2001,Ballantine Books,http://images.amazon.com/images/P/0345404793.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345404793.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg,Protect and Defend Richard North Patterson Ballantine Books,15,7.466666666666667,7.684882223704843
0345423615,The Silver Wolf,ALICE BORCHARDT,1999,Ballantine Books,http://images.amazon.com/images/P/0345423615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345423615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345423615.01.LZZZZZZZ.jpg,The Silver Wolf ALICE BORCHARDT Ballantine Books,15,7.0,7.484882223704843
0345447867,The Apprentice,Tess Gerritsen,2003,Ballantine Books,http://images.amazon.com/images/P/0345447867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345447867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345447867.01.LZZZZZZZ.jpg,The Apprentice Tess Gerritsen Ballantine Books,24,7.583333333333333,7.703883587037943
0380002930,Watership Down,Richard Adams,1976,Avon,http://images.amazon.com/images/P/0380002930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380002930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380002930.01.LZZZZZZZ.jpg,Watership Down Richard Adams Avon,70,8.7,8.510787531440773
0425119653,Mutation,Robin Cook,1991,Berkley Publishing Group,http://images.amazon.com/images/P/0425119653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425119653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425119653.01.LZZZZZZZ.jpg,Mutation Robin Cook Berkley Publishing Group,26,6.846153846153846,7.281975604992815
0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425172546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425172546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425172546.01.LZZZZZZZ.jpg,Southern Cross Patricia Daniels Cornwell Berkley Publishing Group,41,6.902439024390244,7.212637341469992
0440221471,The Runaway Jury,JOHN GRISHAM,1997,Dell,http://images.amazon.com/images/P/0440221471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221471.01.LZZZZZZZ.jpg,The Runaway Jury JOHN GRISHAM Dell,98,7.785714285714286,7.796363371437877
0440236673,The Brethren,John Grisham,2000,Island,http://images.amazon.com/images/P/0440236673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236673.01.LZZZZZZZ.jpg,The Brethren John Grisham Island,102,7.647058823529412,7.680089162538275
0446609323,Black Friday,James Patterson,1989,Warner Vision,http://images.amazon.com/images/P/0446609323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446609323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446609323.01.LZZZZZZZ.jpg,Black Friday James Patterson Warner Vision,33,7.03030303030303,7.339073166597538
